id,name,full_name,url,created_at,language
163663953,Debian-Pi-Aarch64,openfans-community-offical/Debian-Pi-Aarch64,https://api.github.com/repos/openfans-community-offical/Debian-Pi-Aarch64,2018-12-31T11:35:05Z,Shell
207245092,duckstation,stenzek/duckstation,https://api.github.com/repos/stenzek/duckstation,2019-09-09T07:00:39Z,C++
41107037,unicorn,unicorn-engine/unicorn,https://api.github.com/repos/unicorn-engine/unicorn,2015-08-20T16:35:45Z,C
114065635,aarch64-build-box,nix-community/aarch64-build-box,https://api.github.com/repos/nix-community/aarch64-build-box,2017-12-13T02:51:16Z,Nix
96980216,arm_adb,qhuyduong/arm_adb,https://api.github.com/repos/qhuyduong/arm_adb,2017-07-12T07:48:51Z,C++
133053482,docker-compose-aarch64,ubiquiti/docker-compose-aarch64,https://api.github.com/repos/ubiquiti/docker-compose-aarch64,2018-05-11T14:57:53Z,Dockerfile
168139345,Emu68,michalsc/Emu68,https://api.github.com/repos/michalsc/Emu68,2019-01-29T10:53:29Z,C
22399826,mcsema,lifting-bits/mcsema,https://api.github.com/repos/lifting-bits/mcsema,2014-07-29T23:24:24Z,C++
50872556,aarch64,umiddelb/aarch64,https://api.github.com/repos/umiddelb/aarch64,2016-02-01T21:29:11Z,None
226821787,xbyak_aarch64,fujitsu/xbyak_aarch64,https://api.github.com/repos/fujitsu/xbyak_aarch64,2019-12-09T08:28:23Z,C++
331359292,AArch64_Assembly,TheAlgorithms/AArch64_Assembly,https://api.github.com/repos/TheAlgorithms/AArch64_Assembly,2021-01-20T16:07:03Z,Assembly
268606457,openjdk-aarch64,microsoft/openjdk-aarch64,https://api.github.com/repos/microsoft/openjdk-aarch64,2020-06-01T18:54:38Z,None
371949560,mediapipe-bin,PINTO0309/mediapipe-bin,https://api.github.com/repos/PINTO0309/mediapipe-bin,2021-05-29T10:59:07Z,Shell
281528067,arch-arm64,Vector35/arch-arm64,https://api.github.com/repos/Vector35/arch-arm64,2020-07-21T23:45:11Z,C
320785089,pytorch-aarch64,KumaTea/pytorch-aarch64,https://api.github.com/repos/KumaTea/pytorch-aarch64,2020-12-12T08:37:40Z,HTML
35013250,arm64inject,leojianzhong/arm64inject,https://api.github.com/repos/leojianzhong/arm64inject,2015-05-04T04:02:54Z,C
75635374,android_prebuilts_gcc_linux-x86_aarch64_aarch64-linux-android-4.9,LineageOS/android_prebuilts_gcc_linux-x86_aarch64_aarch64-linux-android-4.9,https://api.github.com/repos/LineageOS/android_prebuilts_gcc_linux-x86_aarch64_aarch64-linux-android-4.9,2016-12-05T14:58:24Z,C
135112964,sse2neon,DLTcollab/sse2neon,https://api.github.com/repos/DLTcollab/sse2neon,2018-05-28T05:24:04Z,C++
352019134,aarch64,fosshostorg/aarch64,https://api.github.com/repos/fosshostorg/aarch64,2021-03-27T08:19:36Z,Svelte
134882500,AArch64-Encoding,CAS-Atlantic/AArch64-Encoding,https://api.github.com/repos/CAS-Atlantic/AArch64-Encoding,2018-05-25T16:49:42Z,None
104547510,And64InlineHook,Rprop/And64InlineHook,https://api.github.com/repos/Rprop/And64InlineHook,2017-09-23T06:46:37Z,C++
354235591,tensorflow-aarch64,KumaTea/tensorflow-aarch64,https://api.github.com/repos/KumaTea/tensorflow-aarch64,2021-04-03T08:08:46Z,HTML
31953822,aarch64-bare-metal-qemu,freedomtan/aarch64-bare-metal-qemu,https://api.github.com/repos/freedomtan/aarch64-bare-metal-qemu,2015-03-10T11:30:02Z,Makefile
116040782,exploit_me,bkerler/exploit_me,https://api.github.com/repos/bkerler/exploit_me,2018-01-02T17:36:42Z,C++
334964073,vixl,Linaro/vixl,https://api.github.com/repos/Linaro/vixl,2021-02-01T13:47:48Z,C
301712273,aarch64-port,openjdk/aarch64-port,https://api.github.com/repos/openjdk/aarch64-port,2020-10-06T12:02:34Z,Java
12086148,xnu,darwin-on-arm/xnu,https://api.github.com/repos/darwin-on-arm/xnu,2013-08-13T16:04:22Z,C
42067225,grafana-on-raspberry,fg2it/grafana-on-raspberry,https://api.github.com/repos/fg2it/grafana-on-raspberry,2015-09-07T17:56:22Z,Shell
502645737,inlineHook,zzyccs/inlineHook,https://api.github.com/repos/zzyccs/inlineHook,2022-06-12T14:55:49Z,C++
167734565,docker-elk-arm64,gagara/docker-elk-arm64,https://api.github.com/repos/gagara/docker-elk-arm64,2019-01-26T20:17:25Z,Shell
